sp_creole,dbh_cm,ht_m,plot_fname,date,plot_id,plot_loc,data_scribe,plot_no,plot_shp,plot_area
bois blanc,7.2,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,39.7,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
zoranj dous,12.5,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
zoranj dous,7.5,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
zoranj dous,14.7,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,6.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
kasya,9.4,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
palmis,33.8,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,92.6,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
acajou,55.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,45.5,11.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
amande,50.3,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,40.5,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,9.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,8.5,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,7.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
gwayav,5.0,4.6,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
gwayav,5.9,4.5,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
kaymit,5.9,5.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
kaymit,6.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,6.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
,6.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
,6.9,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
,5.7,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bwa dom,8.6,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bwa dom,7.8,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,5.7,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,7.8,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,6.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,10.7,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,6.1,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,8.9,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bwa dom,6.2,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,10.3,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,8.7,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,6.3,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
,13.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
acajou,43.7,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,46.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bwa dom,8.4,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bwa dom,6.3,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
zaboka,35.6,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,47.2,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,43.9,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,47.2,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,41.5,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,5.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,5.5,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,7.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,14.5,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,6.2,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,8.5,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,40.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,5.3,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,5.5,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
zaboka,33.3,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
palmis,29.2,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
palmis,43.7,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,45.5,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,52.0,16.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
cachiman,12.0,8.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
cachiman,12.5,8.3,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
cachiman,8.3,7.7,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
cachiman,9.7,7.9,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
cachiman,14.0,8.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,37.4,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,34.7,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
pistach,39.5,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,9.4,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,6.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,36.8,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,61.7,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,8.8,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,10.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,42.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
acajou,7.6,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,6.4,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,43.3,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,50.5,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
zaboka,13.4,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,40.0,16.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
zaboka,30.0,12.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
zaboka,30.0,12.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,8.2,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
campeche,5.8,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
kasya,9.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
zaboka,32.4,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,10.3,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
kokoye,23.6,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,9.9,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,6.5,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
kokoye,23.5,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,24.0,8.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,40.5,9.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,33.0,11.5,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,40.4,11.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,39.7,11.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,36.7,16.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,47.7,11.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,27.3,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,33.8,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,37.2,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
cachiman,14.5,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,59.3,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,39.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
zaboka,30.0,10.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
zaboka,10.2,10.2,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
zaboka,34.8,10.3,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,12.2,7.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,9.0,6.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,20.3,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,24.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,26.5,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,36.0,11.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
pistach,5.3,3.5,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,6.5,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
zaboka,72.3,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,25.5,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
palmis,25.9,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
palmis,35.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
zaboka,27.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,63.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,8.5,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,59.7,2.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,48.9,2.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,6.0,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,51.3,12.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,51.6,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,41.0,10.5,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,55.5,11.7,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,48.5,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,34.8,,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,72.0,8.5,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,34.5,7.4,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
mango,45.0,11.5,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
bois blanc,35.0,13.0,FormularioDAPCasimir1.xlsx,2019-10-27 00:00:00,1casimir,,Jose Luis Caballero,21,1casimir.shp,1.931061
amande,47.3,12.0,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
mango,29.5,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,22.2,8.5,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,21.5,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,19.5,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
mango,38.5,12.2,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,20.1,7.0,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
mango,27.2,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,27.9,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,20.2,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,19.7,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
mango,26.7,11.0,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,20.5,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,20.4,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
mango,20.4,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
mango,23.7,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
mango,27.5,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,22.3,8.0,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
mango,37.4,9.4,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,22.9,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
mango,25.6,6.4,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
mango,17.5,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
mango,22.5,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,22.7,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,20.3,8.5,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
limon frans,5.5,3.5,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,20.5,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,21.5,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
mango,31.3,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,19.5,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,21.8,7.2,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,22.2,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,20.5,8.8,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,31.4,9.2,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kaliptis,29.4,12.6,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,19.3,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
mango,45.9,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
mango,43.7,9.5,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
mango,26.5,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
mango,25.4,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,19.6,7.0,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,19.3,6.0,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,18.5,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
mango,21.2,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
kokoye,19.3,,FormularioDAPDeluger2_20200213_ejs.xlsx,2019-10-22 00:00:00,Deluger2,Deluger,Jose Luis Caballero,16,2Delugert.shp,0.797335
