sp_creole,dbh_cm,ht_m,ba_m2,plot_no,plot_shp,plot_area
bayawonn,7.8,6.2,0.004778362426110076,19,Plot_2GON.shp,0.859093
bayawonn,9.0,6.5,0.0063617251235193305,19,Plot_2GON.shp,0.859093
bayawonn,5.6,6.5,0.0024630086404143973,19,Plot_2GON.shp,0.859093
bayawonn,6.4,6.3,0.003216990877275948,19,Plot_2GON.shp,0.859093
bayawonn,8.2,5.6,0.005281017250684441,19,Plot_2GON.shp,0.859093
bayawonn,14.5,5.4,0.01651299638543135,19,Plot_2GON.shp,0.859093
bayawonn,16.1,6.5,0.02035830579342526,19,Plot_2GON.shp,0.859093
bayawonn,27.5,8.6,0.05939573610693204,19,Plot_2GON.shp,0.859093
bayawonn,17.4,5.0,0.023778714795021142,19,Plot_2GON.shp,0.859093
bayawonn,12.8,6.0,0.012867963509103792,19,Plot_2GON.shp,0.859093
bayawonn,14.2,7.0,0.015836768566746144,19,Plot_2GON.shp,0.859093
bayawonn,9.1,6.0,0.00650388219109427,19,Plot_2GON.shp,0.859093
bayawonn,8.7,5.6,0.0059446786987552855,19,Plot_2GON.shp,0.859093
bayawonn,11.0,7.0,0.009503317777109124,19,Plot_2GON.shp,0.859093
bayawonn,18.5,5.5,0.026880252142277666,19,Plot_2GON.shp,0.859093
bayawonn,15.4,6.0,0.018626502843133885,19,Plot_2GON.shp,0.859093
bayawonn,14.0,6.0,0.015393804002589988,19,Plot_2GON.shp,0.859093
bayawonn,11.0,5.6,0.009503317777109124,19,Plot_2GON.shp,0.859093
gayak,8.7,5.0,0.0059446786987552855,19,Plot_2GON.shp,0.859093
,5.2,4.0,0.0021237166338267006,19,Plot_2GON.shp,0.859093
bayawonn,11.3,7.0,0.010028749148422018,19,Plot_2GON.shp,0.859093
bayawonn,15.0,5.9,0.017671458676442587,19,Plot_2GON.shp,0.859093
bayawonn,11.0,7.5,0.009503317777109124,19,Plot_2GON.shp,0.859093
bayawonn,13.0,7.5,0.013273228961416878,19,Plot_2GON.shp,0.859093
bayawonn,13.5,5.0,0.014313881527918496,19,Plot_2GON.shp,0.859093
bayawonn,10.4,6.0,0.008494866535306803,19,Plot_2GON.shp,0.859093
bwa kaka,7.9,6.0,0.0049016699377634745,19,Plot_2GON.shp,0.859093
bayawonn,8.6,6.0,0.005808804816487527,19,Plot_2GON.shp,0.859093
bayawonn,8.0,6.5,0.005026548245743669,19,Plot_2GON.shp,0.859093
bayawonn,18.1,7.7,0.025730429231063806,19,Plot_2GON.shp,0.859093
bayawonn,10.0,7.0,0.007853981633974483,19,Plot_2GON.shp,0.859093
bayawonn,9.6,6.5,0.007238229473870883,19,Plot_2GON.shp,0.859093
bayawonn,5.5,6.0,0.002375829444277281,19,Plot_2GON.shp,0.859093
bayawonn,8.2,7.0,0.005281017250684441,19,Plot_2GON.shp,0.859093
bayawonn,10.4,6.0,0.008494866535306803,19,Plot_2GON.shp,0.859093
bayawonn,9.6,6.5,0.007238229473870883,19,Plot_2GON.shp,0.859093
bayawonn,7.9,6.0,0.0049016699377634745,19,Plot_2GON.shp,0.859093
bayawonn,10.1,6.5,0.008011846664817369,19,Plot_2GON.shp,0.859093
bayawonn,7.0,4.8,0.003848451000647497,19,Plot_2GON.shp,0.859093
bayawonn,13.0,6.3,0.013273228961416878,19,Plot_2GON.shp,0.859093
bayawonn,5.7,5.0,0.0025517586328783095,19,Plot_2GON.shp,0.859093
bayawonn,9.5,4.5,0.007088218424661971,19,Plot_2GON.shp,0.859093
bayawonn,12.3,7.0,0.011882288814039998,19,Plot_2GON.shp,0.859093
bayawonn,12.0,6.5,0.011309733552923255,19,Plot_2GON.shp,0.859093
bayawonn,14.3,7.5,0.016060607043314423,19,Plot_2GON.shp,0.859093
bayawonn,10.4,6.0,0.008494866535306803,19,Plot_2GON.shp,0.859093
bayawonn,6.6,6.3,0.003421194399759285,19,Plot_2GON.shp,0.859093
bayawonn,10.2,6.0,0.00817128249198705,19,Plot_2GON.shp,0.859093
bayawonn,12.7,7.0,0.012667686977437444,19,Plot_2GON.shp,0.859093
bayawonn,10.4,6.4,0.008494866535306803,19,Plot_2GON.shp,0.859093
bayawonn,6.5,6.5,0.0033183072403542195,19,Plot_2GON.shp,0.859093
bayawonn,12.3,6.5,0.011882288814039998,19,Plot_2GON.shp,0.859093
bayawonn,8.5,3.5,0.005674501730546565,19,Plot_2GON.shp,0.859093
bayawonn,6.4,6.6,0.003216990877275948,19,Plot_2GON.shp,0.859093
bayawonn,11.5,7.0,0.010386890710931254,19,Plot_2GON.shp,0.859093
bayawonn,5.4,5.0,0.0022902210444669595,19,Plot_2GON.shp,0.859093
bayawonn,8.3,6.0,0.005410607947645022,19,Plot_2GON.shp,0.859093
bayawonn,8.0,4.0,0.005026548245743669,19,Plot_2GON.shp,0.859093
bayawonn,14.2,7.0,0.015836768566746144,19,Plot_2GON.shp,0.859093
bayawonn,15.0,7.2,0.017671458676442587,19,Plot_2GON.shp,0.859093
bayawonn,13.5,6.0,0.014313881527918496,19,Plot_2GON.shp,0.859093
bayawonn,6.7,4.5,0.003525652355491146,19,Plot_2GON.shp,0.859093
bayawonn,24.0,7.9,0.04523893421169302,19,Plot_2GON.shp,0.859093
bayawonn,8.4,6.0,0.005541769440932396,19,Plot_2GON.shp,0.859093
bayawonn,5.8,6.7,0.0026420794216690155,19,Plot_2GON.shp,0.859093
bayawonn,6.4,5.5,0.003216990877275948,19,Plot_2GON.shp,0.859093
bayawonn,17.5,6.5,0.02405281875404685,19,Plot_2GON.shp,0.859093
bayawonn,9.0,7.0,0.0063617251235193305,19,Plot_2GON.shp,0.859093
,7.4,4.6,0.004300840342764428,19,Plot_2GON.shp,0.859093
,17.2,6.0,0.023235219265950107,19,Plot_2GON.shp,0.859093
bayawonn,6.8,,0.0036316811075498014,19,Plot_2GON.shp,0.859093
bayawonn,8.6,,0.005808804816487527,19,Plot_2GON.shp,0.859093
bayawonn,6.4,,0.003216990877275948,19,Plot_2GON.shp,0.859093
bayawonn,7.8,,0.004778362426110076,19,Plot_2GON.shp,0.859093
bayawonn,5.5,,0.002375829444277281,19,Plot_2GON.shp,0.859093
bayawonn,16.5,,0.021382464998495533,19,Plot_2GON.shp,0.859093
bayawonn,13.3,,0.013892908112337465,19,Plot_2GON.shp,0.859093
bayawonn,17.2,,0.023235219265950107,19,Plot_2GON.shp,0.859093
bayawonn,6.7,6.0,0.003525652355491146,19,Plot_2GON.shp,0.859093
bayawonn,6.8,4.6,0.0036316811075498014,19,Plot_2GON.shp,0.859093
bayawonn,14.3,6.8,0.016060607043314423,19,Plot_2GON.shp,0.859093
bayawonn,11.0,,0.009503317777109124,19,Plot_2GON.shp,0.859093
bayawonn,14.0,7.0,0.015393804002589988,19,Plot_2GON.shp,0.859093
bayawonn,21.4,7.5,0.03596809429094954,19,Plot_2GON.shp,0.859093
bayawonn,10.2,6.8,0.00817128249198705,19,Plot_2GON.shp,0.859093
bayawonn,12.8,7.3,0.012867963509103792,19,Plot_2GON.shp,0.859093
bayawonn,6.4,5.5,0.003216990877275948,19,Plot_2GON.shp,0.859093
bayawonn,15.3,7.0,0.018385385606970867,19,Plot_2GON.shp,0.859093
bayawonn,8.2,6.5,0.005281017250684441,19,Plot_2GON.shp,0.859093
bayawonn,11.2,7.0,0.00985203456165759,19,Plot_2GON.shp,0.859093
bayawonn,6.0,3.5,0.0028274333882308137,19,Plot_2GON.shp,0.859093
,5.3,2.4,0.002206183440983432,19,Plot_2GON.shp,0.859093
bayawonn,9.3,5.5,0.006792908715224532,19,Plot_2GON.shp,0.859093
bayawonn,14.4,,0.01628601631620949,19,Plot_2GON.shp,0.859093
bayawonn,6.5,6.0,0.0033183072403542195,19,Plot_2GON.shp,0.859093
bayawonn,9.3,6.5,0.006792908715224532,19,Plot_2GON.shp,0.859093
bayawonn,10.8,,0.009160884177867838,19,Plot_2GON.shp,0.859093
bayawonn,6.0,,0.0028274333882308137,19,Plot_2GON.shp,0.859093
bayawonn,10.9,,0.009331315579325082,19,Plot_2GON.shp,0.859093
bayawonn,7.0,,0.003848451000647497,19,Plot_2GON.shp,0.859093
bayawonn,10.3,,0.00833228911548353,19,Plot_2GON.shp,0.859093
bayawonn,7.5,,0.004417864669110647,19,Plot_2GON.shp,0.859093
bayawonn,9.4,,0.006939778171779853,19,Plot_2GON.shp,0.859093
bayawonn,5.5,5.5,0.002375829444277281,19,Plot_2GON.shp,0.859093
bayawonn,9.0,6.0,0.0063617251235193305,19,Plot_2GON.shp,0.859093
bayawonn,12.0,6.0,0.011309733552923255,19,Plot_2GON.shp,0.859093
bayawonn,19.0,5.5,0.028352873698647883,19,Plot_2GON.shp,0.859093
bayawonn,7.5,6.0,0.004417864669110647,19,Plot_2GON.shp,0.859093
bayawonn,11.3,5.7,0.010028749148422018,19,Plot_2GON.shp,0.859093
bayawonn,7.9,4.5,0.0049016699377634745,19,Plot_2GON.shp,0.859093
bayawonn,20.0,6.2,0.031415926535897934,19,Plot_2GON.shp,0.859093
bayawonn,7.0,6.8,0.003848451000647497,19,Plot_2GON.shp,0.859093
bayawonn,5.6,5.5,0.0024630086404143973,19,Plot_2GON.shp,0.859093
bayawonn,7.4,5.5,0.004300840342764428,19,Plot_2GON.shp,0.859093
bayawonn,11.8,7.0,0.010935884027146072,19,Plot_2GON.shp,0.859093
bayawonn,6.5,5.0,0.0033183072403542195,19,Plot_2GON.shp,0.859093
bayawonn,8.9,5.0,0.006221138852271189,19,Plot_2GON.shp,0.859093
chenn,5.0,2.8,0.001963495408493621,20,Plot_3GON_p.shp,1.361225
fwenn,7.8,4.6,0.004778362426110076,20,Plot_3GON_p.shp,1.361225
bayawonn,19.0,5.3,0.028352873698647883,20,Plot_3GON_p.shp,1.361225
benzoliv,10.9,4.7,0.009331315579325082,20,Plot_3GON_p.shp,1.361225
fwenn,8.0,4.2,0.005026548245743669,20,Plot_3GON_p.shp,1.361225
fwenn,8.1,4.1,0.005152997350050658,20,Plot_3GON_p.shp,1.361225
fwenn,9.1,5.2,0.00650388219109427,20,Plot_3GON_p.shp,1.361225
fwenn,10.7,5.1,0.008992023572737385,20,Plot_3GON_p.shp,1.361225
fwenn,6.6,3.0,0.003421194399759285,20,Plot_3GON_p.shp,1.361225
fwenn,9.5,3.0,0.007088218424661971,20,Plot_3GON_p.shp,1.361225
fwenn,9.5,5.6,0.007088218424661971,20,Plot_3GON_p.shp,1.361225
fwenn,7.4,4.0,0.004300840342764428,20,Plot_3GON_p.shp,1.361225
fwenn,6.6,5.7,0.003421194399759285,20,Plot_3GON_p.shp,1.361225
fwenn,5.8,4.4,0.0026420794216690155,20,Plot_3GON_p.shp,1.361225
fwenn,5.8,4.0,0.0026420794216690155,20,Plot_3GON_p.shp,1.361225
fwenn,10.3,4.8,0.00833228911548353,20,Plot_3GON_p.shp,1.361225
bayawonn,27.0,5.7,0.057255526111673984,20,Plot_3GON_p.shp,1.361225
fwenn,8.8,4.2,0.006082123377349841,20,Plot_3GON_p.shp,1.361225
fwenn,9.0,4.0,0.0063617251235193305,20,Plot_3GON_p.shp,1.361225
fwenn,8.9,4.6,0.006221138852271189,20,Plot_3GON_p.shp,1.361225
fwenn,9.0,4.0,0.0063617251235193305,20,Plot_3GON_p.shp,1.361225
fwenn,4.2,3.6,0.001385442360233099,20,Plot_3GON_p.shp,1.361225
fwenn,11.7,4.7,0.010751315458747667,20,Plot_3GON_p.shp,1.361225
fwenn,5.9,4.0,0.002733971006786518,20,Plot_3GON_p.shp,1.361225
fwenn,5.4,3.6,0.0022902210444669595,20,Plot_3GON_p.shp,1.361225
bayawonn,13.8,3.4,0.014957122623741007,20,Plot_3GON_p.shp,1.361225
bayawonn,14.5,3.8,0.01651299638543135,20,Plot_3GON_p.shp,1.361225
bayawonn,19.0,6.5,0.028352873698647883,20,Plot_3GON_p.shp,1.361225
bayawonn,14.6,4.5,0.016741547250980007,20,Plot_3GON_p.shp,1.361225
benzoliv,10.9,4.7,0.009331315579325082,20,Plot_3GON_p.shp,1.361225
bayawonn,23.9,3.0,0.04486272849142564,20,Plot_3GON_p.shp,1.361225
bayawonn,18.0,2.7,0.025446900494077322,20,Plot_3GON_p.shp,1.361225
bayawonn,26.5,4.0,0.05515458602458581,20,Plot_3GON_p.shp,1.361225
bayawonn,5.2,3.8,0.0021237166338267006,20,Plot_3GON_p.shp,1.361225
bayawonn,6.0,2.5,0.0028274333882308137,20,Plot_3GON_p.shp,1.361225
bayawonn,10.0,2.5,0.007853981633974483,20,Plot_3GON_p.shp,1.361225
benzoliv,18.3,4.8,0.026302199094017143,20,Plot_3GON_p.shp,1.361225
benzoliv,17.3,5.0,0.023506181632322234,20,Plot_3GON_p.shp,1.361225
benzoliv,10.6,5.1,0.008824733763933728,20,Plot_3GON_p.shp,1.361225
benzoliv,13.1,4.2,0.013478217882063612,20,Plot_3GON_p.shp,1.361225
benzoliv,16.0,3.9,0.020106192982974676,20,Plot_3GON_p.shp,1.361225
bayawonn,11.8,4.0,0.010935884027146072,20,Plot_3GON_p.shp,1.361225
chenn,5.5,2.0,0.002375829444277281,20,Plot_3GON_p.shp,1.361225
chenn,11.6,5.5,0.010568317686676062,20,Plot_3GON_p.shp,1.361225
mango,70.5,11.0,0.3903625221626167,21,1casimir.shp,1.931061
mango,76.0,10.0,0.45364597917836613,21,1casimir.shp,1.931061
mango,19.0,10.0,0.028352873698647883,21,1casimir.shp,1.931061
mango,32.5,9.0,0.08295768100885548,21,1casimir.shp,1.931061
mango,57.4,9.0,0.25876984528353764,21,1casimir.shp,1.931061
mango,24.5,9.0,0.04714352475793183,21,1casimir.shp,1.931061
kajou,25.8,8.0,0.052279243348387745,21,1casimir.shp,1.931061
bwa blan,8.0,6.7,0.005026548245743669,21,1casimir.shp,1.931061
bwa blan,8.8,6.5,0.006082123377349841,21,1casimir.shp,1.931061
bwa blan,6.0,6.5,0.0028274333882308137,21,1casimir.shp,1.931061
bwa blan,7.5,6.5,0.004417864669110647,21,1casimir.shp,1.931061
bwa blan,7.3,5.0,0.004185386812745002,21,1casimir.shp,1.931061
bwa blan,5.5,5.0,0.002375829444277281,21,1casimir.shp,1.931061
bwa blan,5.0,5.0,0.001963495408493621,21,1casimir.shp,1.931061
zoranj dous,10.0,5.0,0.007853981633974483,21,1casimir.shp,1.931061
kampech,8.0,5.0,0.005026548245743669,21,1casimir.shp,1.931061
bwa blan,6.5,4.9,0.0033183072403542195,21,1casimir.shp,1.931061
bwa blan,6.5,4.8,0.0033183072403542195,21,1casimir.shp,1.931061
bwa blan,6.0,4.5,0.0028274333882308137,21,1casimir.shp,1.931061
zoranj dous,12.3,4.5,0.011882288814039998,21,1casimir.shp,1.931061
zoranj dous,10.0,4.5,0.007853981633974483,21,1casimir.shp,1.931061
kajou,6.0,4.5,0.0028274333882308137,21,1casimir.shp,1.931061
bwa blan,5.0,,0.001963495408493621,21,1casimir.shp,1.931061
bwa blan,6.4,,0.003216990877275948,21,1casimir.shp,1.931061
bwa blan,7.8,,0.004778362426110076,21,1casimir.shp,1.931061
bwa blan,6.5,,0.0033183072403542195,21,1casimir.shp,1.931061
kajou,36.4,,0.10406211505750831,21,1casimir.shp,1.931061
bwa blan,5.0,,0.001963495408493621,21,1casimir.shp,1.931061
bwa blan,83.0,,0.5410607947645021,21,1casimir.shp,1.931061
bwa blan,6.5,,0.0033183072403542195,21,1casimir.shp,1.931061
bwa blan,5.3,,0.002206183440983432,21,1casimir.shp,1.931061
bwa blan,6.5,,0.0033183072403542195,21,1casimir.shp,1.931061
bwa blan,6.3,,0.0031172453105244723,21,1casimir.shp,1.931061
kajou,26.5,,0.05515458602458581,21,1casimir.shp,1.931061
bwa blan,11.5,,0.010386890710931254,21,1casimir.shp,1.931061
bwa blan,8.5,,0.005674501730546565,21,1casimir.shp,1.931061
bwa blan,7.5,,0.004417864669110647,21,1casimir.shp,1.931061
bwa nwa,6.3,,0.0031172453105244723,21,1casimir.shp,1.931061
mango,33.0,,0.08552985999398213,21,1casimir.shp,1.931061
zaboka,23.3,,0.04263848089268407,21,1casimir.shp,1.931061
zaboka,15.5,,0.018869190875623696,21,1casimir.shp,1.931061
zaboka,22.5,,0.03976078202199582,21,1casimir.shp,1.931061
palmis,43.0,,0.14522012041218818,21,1casimir.shp,1.931061
mango,25.0,,0.04908738521234052,21,1casimir.shp,1.931061
kajou,20.5,,0.03300635781677776,21,1casimir.shp,1.931061
kajou,,,,21,1casimir.shp,1.931061
zoranj dous,14.0,,0.015393804002589988,21,1casimir.shp,1.931061
kajou,29.0,,0.0660519855417254,21,1casimir.shp,1.931061
kaymit,6.5,,0.0033183072403542195,21,1casimir.shp,1.931061
mango,43.5,,0.14861696746888214,21,1casimir.shp,1.931061
kalbas,21.5,,0.036305030103047045,21,1casimir.shp,1.931061
zoranj dous,13.0,,0.013273228961416878,21,1casimir.shp,1.931061
zoranj dous,10.0,,0.007853981633974483,21,1casimir.shp,1.931061
mango,25.5,,0.051070515574919075,21,1casimir.shp,1.931061
kajou,38.5,,0.11641564276958677,21,1casimir.shp,1.931061
bwa blan,25.9,,0.05268529419886423,21,1casimir.shp,1.931061
mango,63.5,,0.31669217443593606,21,1casimir.shp,1.931061
bwa blan,5.5,,0.002375829444277281,21,1casimir.shp,1.931061
kajou,36.5,,0.10463467031862503,21,1casimir.shp,1.931061
kasya,6.5,,0.0033183072403542195,21,1casimir.shp,1.931061
kaymit,5.5,5.0,0.002375829444277281,21,1casimir.shp,1.931061
mango,34.5,,0.09348201639838126,21,1casimir.shp,1.931061
bwa dom,7.0,,0.003848451000647497,21,1casimir.shp,1.931061
kajou,35.8,,0.10065977021367056,21,1casimir.shp,1.931061
mango,47.5,,0.17720546061654927,21,1casimir.shp,1.931061
bwa blan,7.5,,0.004417864669110647,21,1casimir.shp,1.931061
bwa blan,7.0,,0.003848451000647497,21,1casimir.shp,1.931061
mango,45.0,,0.1590431280879833,21,1casimir.shp,1.931061
kasya,7.4,,0.004300840342764428,21,1casimir.shp,1.931061
kajou,32.3,10.0,0.08193980498909235,21,1casimir.shp,1.931061
bwa blan,8.0,,0.005026548245743669,21,1casimir.shp,1.931061
zaboka,30.9,,0.07499060203935176,21,1casimir.shp,1.931061
palmis,38.0,,0.11341149479459153,21,1casimir.shp,1.931061
bwa blan,37.0,,0.10752100856911066,21,1casimir.shp,1.931061
bwa blan,33.0,,0.08552985999398213,21,1casimir.shp,1.931061
bwa blan,43.0,15.0,0.14522012041218818,21,1casimir.shp,1.931061
mango,32.4,,0.08244795760081053,21,1casimir.shp,1.931061
mango,42.3,,0.140530507978542,21,1casimir.shp,1.931061
bwa blan,5.5,,0.002375829444277281,21,1casimir.shp,1.931061
bwa blan,6.5,,0.0033183072403542195,21,1casimir.shp,1.931061
bwa blan,6.5,,0.0033183072403542195,21,1casimir.shp,1.931061
bwa blan,7.0,,0.003848451000647497,21,1casimir.shp,1.931061
bwa blan,6.5,,0.0033183072403542195,21,1casimir.shp,1.931061
palmis,43.5,,0.14861696746888214,21,1casimir.shp,1.931061
mango,45.3,,0.16117077171262695,21,1casimir.shp,1.931061
mango,22.7,,0.04047078196170711,21,1casimir.shp,1.931061
mango,48.3,,0.1832247521408273,21,1casimir.shp,1.931061
bwa blan,6.5,,0.0033183072403542195,21,1casimir.shp,1.931061
mango,44.5,,0.15552847130677971,21,1casimir.shp,1.931061
zoranj dous,12.0,,0.011309733552923255,21,1casimir.shp,1.931061
zoranj dous,12.0,,0.011309733552923255,21,1casimir.shp,1.931061
zoranj dous,6.0,,0.0028274333882308137,21,1casimir.shp,1.931061
mango,48.8,,0.18703786022412192,21,1casimir.shp,1.931061
kasya,6.1,,0.002922466566001905,21,1casimir.shp,1.931061
mango,51.7,,0.20992828969634056,21,1casimir.shp,1.931061
zoranj dous,10.0,,0.007853981633974483,21,1casimir.shp,1.931061
bwa blan,6.3,4.5,0.0031172453105244723,21,1casimir.shp,1.931061
zaboka,26.4,2.0,0.05473911039614856,21,1casimir.shp,1.931061
bwa blan,8.5,,0.005674501730546565,21,1casimir.shp,1.931061
bwa blan,5.0,,0.001963495408493621,21,1casimir.shp,1.931061
bwa blan,5.0,,0.001963495408493621,21,1casimir.shp,1.931061
mango,47.5,,0.17720546061654927,21,1casimir.shp,1.931061
bwa blan,8.8,,0.006082123377349841,21,1casimir.shp,1.931061
bwa blan,9.6,,0.007238229473870883,21,1casimir.shp,1.931061
bwa blan,7.2,,0.004071504079052372,21,1casimir.shp,1.931061
mango,39.7,,0.12378581913490845,21,1casimir.shp,1.931061
zoranj dous,12.5,,0.01227184630308513,21,1casimir.shp,1.931061
zoranj dous,7.5,,0.004417864669110647,21,1casimir.shp,1.931061
zoranj dous,14.7,,0.016971668912855457,21,1casimir.shp,1.931061
bwa blan,6.0,,0.0028274333882308137,21,1casimir.shp,1.931061
kasya,9.4,,0.006939778171779853,21,1casimir.shp,1.931061
palmis,33.8,,0.08972702777917807,21,1casimir.shp,1.931061
mango,92.6,,0.6734600755573903,21,1casimir.shp,1.931061
kajou,55.0,,0.23758294442772815,21,1casimir.shp,1.931061
mango,45.5,11.0,0.16259705477735675,21,1casimir.shp,1.931061
zamann,50.3,,0.19871280392302498,21,1casimir.shp,1.931061
bwa blan,40.5,,0.12882493375126647,21,1casimir.shp,1.931061
bwa blan,9.0,,0.0063617251235193305,21,1casimir.shp,1.931061
bwa blan,8.5,,0.005674501730546565,21,1casimir.shp,1.931061
bwa blan,7.0,,0.003848451000647497,21,1casimir.shp,1.931061
gwayav,5.0,4.6,0.001963495408493621,21,1casimir.shp,1.931061
gwayav,5.9,4.5,0.002733971006786518,21,1casimir.shp,1.931061
kaymit,5.9,5.0,0.002733971006786518,21,1casimir.shp,1.931061
kaymit,6.0,,0.0028274333882308137,21,1casimir.shp,1.931061
bwa blan,6.0,,0.0028274333882308137,21,1casimir.shp,1.931061
,6.0,,0.0028274333882308137,21,1casimir.shp,1.931061
,6.9,,0.0037392806559352516,21,1casimir.shp,1.931061
,5.7,,0.0025517586328783095,21,1casimir.shp,1.931061
bwa dom,8.6,,0.005808804816487527,21,1casimir.shp,1.931061
bwa dom,7.8,,0.004778362426110076,21,1casimir.shp,1.931061
bwa blan,5.7,,0.0025517586328783095,21,1casimir.shp,1.931061
bwa blan,7.8,,0.004778362426110076,21,1casimir.shp,1.931061
bwa blan,6.0,,0.0028274333882308137,21,1casimir.shp,1.931061
bwa blan,10.7,,0.008992023572737385,21,1casimir.shp,1.931061
bwa blan,6.1,,0.002922466566001905,21,1casimir.shp,1.931061
bwa blan,8.9,,0.006221138852271189,21,1casimir.shp,1.931061
bwa dom,6.2,,0.003019070540099791,21,1casimir.shp,1.931061
bwa blan,10.3,,0.00833228911548353,21,1casimir.shp,1.931061
bwa blan,8.7,,0.0059446786987552855,21,1casimir.shp,1.931061
bwa blan,6.3,,0.0031172453105244723,21,1casimir.shp,1.931061
,13.0,,0.013273228961416878,21,1casimir.shp,1.931061
kajou,43.7,,0.14998670186584734,21,1casimir.shp,1.931061
mango,46.0,,0.16619025137490007,21,1casimir.shp,1.931061
bwa dom,8.4,,0.005541769440932396,21,1casimir.shp,1.931061
bwa dom,6.3,,0.0031172453105244723,21,1casimir.shp,1.931061
zaboka,35.6,,0.09953822163633902,21,1casimir.shp,1.931061
mango,47.2,,0.17497414443433715,21,1casimir.shp,1.931061
mango,43.9,,0.15136271944811963,21,1casimir.shp,1.931061
mango,47.2,,0.17497414443433715,21,1casimir.shp,1.931061
bwa blan,41.5,,0.13526519869112552,21,1casimir.shp,1.931061
bwa blan,5.0,,0.001963495408493621,21,1casimir.shp,1.931061
bwa blan,5.5,,0.002375829444277281,21,1casimir.shp,1.931061
bwa blan,7.0,,0.003848451000647497,21,1casimir.shp,1.931061
bwa blan,14.5,,0.01651299638543135,21,1casimir.shp,1.931061
bwa blan,6.2,,0.003019070540099791,21,1casimir.shp,1.931061
bwa blan,8.5,,0.005674501730546565,21,1casimir.shp,1.931061
mango,40.0,,0.12566370614359174,21,1casimir.shp,1.931061
mango,5.3,,0.002206183440983432,21,1casimir.shp,1.931061
mango,5.5,,0.002375829444277281,21,1casimir.shp,1.931061
zaboka,33.3,,0.08709201694097962,21,1casimir.shp,1.931061
palmis,29.2,,0.06696618900392003,21,1casimir.shp,1.931061
palmis,43.7,,0.14998670186584734,21,1casimir.shp,1.931061
mango,45.5,,0.16259705477735675,21,1casimir.shp,1.931061
bwa blan,52.0,16.0,0.21237166338267005,21,1casimir.shp,1.931061
kachiman,12.0,8.0,0.011309733552923255,21,1casimir.shp,1.931061
kachiman,12.5,8.3,0.01227184630308513,21,1casimir.shp,1.931061
kachiman,8.3,7.7,0.005410607947645022,21,1casimir.shp,1.931061
kachiman,9.7,7.9,0.0073898113194065885,21,1casimir.shp,1.931061
kachiman,14.0,8.0,0.015393804002589988,21,1casimir.shp,1.931061
mango,37.4,,0.10985835350338148,21,1casimir.shp,1.931061
mango,34.7,,0.09456900745652336,21,1casimir.shp,1.931061
pistach,39.5,,0.12254174844408688,21,1casimir.shp,1.931061
bwa blan,9.4,,0.006939778171779853,21,1casimir.shp,1.931061
bwa blan,6.0,,0.0028274333882308137,21,1casimir.shp,1.931061
bwa blan,36.8,,0.10636176087993603,21,1casimir.shp,1.931061
mango,61.7,,0.2989924414256112,21,1casimir.shp,1.931061
bwa blan,8.8,,0.006082123377349841,21,1casimir.shp,1.931061
bwa blan,10.0,,0.007853981633974483,21,1casimir.shp,1.931061
mango,42.0,,0.13854423602330987,21,1casimir.shp,1.931061
kajou,7.6,,0.004536459791783661,21,1casimir.shp,1.931061
bwa blan,6.4,,0.003216990877275948,21,1casimir.shp,1.931061
mango,43.3,,0.14725351625722416,21,1casimir.shp,1.931061
mango,50.5,,0.20029616662043426,21,1casimir.shp,1.931061
zaboka,13.4,,0.014102609421964583,21,1casimir.shp,1.931061
bwa blan,40.0,16.0,0.12566370614359174,21,1casimir.shp,1.931061
zaboka,30.0,12.0,0.07068583470577035,21,1casimir.shp,1.931061
zaboka,30.0,12.0,0.07068583470577035,21,1casimir.shp,1.931061
bwa blan,8.2,,0.005281017250684441,21,1casimir.shp,1.931061
kampech,5.8,,0.0026420794216690155,21,1casimir.shp,1.931061
kasya,9.0,,0.0063617251235193305,21,1casimir.shp,1.931061
zaboka,32.4,,0.08244795760081053,21,1casimir.shp,1.931061
bwa blan,10.3,,0.00833228911548353,21,1casimir.shp,1.931061
kokoye,23.6,,0.04374353610858429,21,1casimir.shp,1.931061
bwa blan,9.9,,0.007697687399458391,21,1casimir.shp,1.931061
bwa blan,6.5,,0.0033183072403542195,21,1casimir.shp,1.931061
kokoye,23.5,,0.04337361357362408,21,1casimir.shp,1.931061
mango,24.0,8.0,0.04523893421169302,21,1casimir.shp,1.931061
mango,40.5,9.0,0.12882493375126647,21,1casimir.shp,1.931061
mango,33.0,11.5,0.08552985999398213,21,1casimir.shp,1.931061
mango,40.4,11.0,0.1281895466370779,21,1casimir.shp,1.931061
mango,39.7,11.0,0.12378581913490845,21,1casimir.shp,1.931061
bwa blan,36.7,16.0,0.10578449322983893,21,1casimir.shp,1.931061
mango,47.7,11.0,0.17870085871965805,21,1casimir.shp,1.931061
bwa blan,27.3,,0.05853493971984843,21,1casimir.shp,1.931061
bwa blan,33.8,,0.08972702777917807,21,1casimir.shp,1.931061
bwa blan,37.2,,0.10868653944359251,21,1casimir.shp,1.931061
kachiman,14.5,,0.01651299638543135,21,1casimir.shp,1.931061
mango,59.3,,0.2761844787605493,21,1casimir.shp,1.931061
mango,39.0,,0.1194590606527519,21,1casimir.shp,1.931061
zaboka,30.0,10.0,0.07068583470577035,21,1casimir.shp,1.931061
zaboka,10.2,10.2,0.00817128249198705,21,1casimir.shp,1.931061
